PDT_LABEL,ITEM_SUP_LINK,PDT_SUP_REF,PDT_SUMMARY,PDT_KEYWORD,PDT_DESCRIPTION,PDT_IMG_FILE,PDT_IMG_URL,PDT_UNSPSC,PDT_FILE,ITEM_LABEL,ITEM_SUP_REF,PDT_SUP_URL,ITEM_CTR_REF,ITEM_VALIDITY_BEGIN_DATE,ITEM_VALIDITY_END_DATE,ITEM_COMMENT,ITEM_PUBLIC_PRICE,ITEM_UNIT_CURRENCY,ITEM_QTY_NEG_B,ITEM_PRICE_B,ITEM_QTY_NEG_C,ITEM_PRICE_C,ITEM_QTY_NEG_D,ITEM_PRICE_D,ITEM_QTY_NEG_E,ITEM_PRICE_E,ITEM_UNIT,ITEM_OTHER_UNIT,ITEM_PACKAGING,ITEM_DELIVERY_TIME,ITEM_SHIP_CODE,ITEM_INCOTERM,ITEM_INCOPLACE,fam_node,Product_type
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9018020001/Cleste-suedez-pentru-tevi-cu-gura-tip-S-9018020001/,9018020001,Cleste suedez pentru tevi cu gura tip S,,"Deschidere falci: A max: 103 mm. Lungime: 648 mm. corp si falci forjate: duritate falci ~ 56 HRCfalcile dintate, in forma de S, asigura o prindere sigura si eficace pe orice profil tubular sau hexagonalreglarea distantei dintre falci cu ajutorul unei piulite, mult mai comod si eficaceconform DIN 5234.acoperire: vopsire;falci dintate, forma de tip S.  acoperire: vopsire.   DIN 5234.",,,,,Cleste suedez pentru tevi cu gura tip S,Cleste suedez pentru tevi cu gura tip S,,,01.01.2026,,Cleste suedez pentru tevi cu gura tip S,20.599920000000004,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9018060001/Cleste-suedez-pentru-tevi-cu-gura-tip-S-9018060001/,9018060001,Cleste suedez pentru tevi cu gura tip S,,"Deschidere falci: A max: 103 mm. Lungime: 648 mm. corp si falci forjate: duritate falci ~ 56 HRCfalcile dintate, in forma de S, asigura o prindere sigura si eficace pe orice profil tubular sau hexagonalreglarea distantei dintre falci cu ajutorul unei piulite, mult mai comod si eficaceconform DIN 5234.acoperire: vopsire;falci dintate, forma de tip S.  acoperire: vopsire.   DIN 5234.",,,,,Cleste suedez pentru tevi cu gura tip S,Cleste suedez pentru tevi cu gura tip S,,,01.01.2026,,Cleste suedez pentru tevi cu gura tip S,35.316,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9018080001/Cleste-suedez-pentru-tevi-cu-gura-tip-S-9018080001/,9018080001,Cleste suedez pentru tevi cu gura tip S,,"Deschidere falci: A max: 103 mm. Lungime: 648 mm. corp si falci forjate: duritate falci ~ 56 HRCfalcile dintate, in forma de S, asigura o prindere sigura si eficace pe orice profil tubular sau hexagonalreglarea distantei dintre falci cu ajutorul unei piulite, mult mai comod si eficaceconform DIN 5234.acoperire: vopsire;falci dintate, forma de tip S.  acoperire: vopsire.   DIN 5234.",,,,,Cleste suedez pentru tevi cu gura tip S,Cleste suedez pentru tevi cu gura tip S,,,01.01.2026,,Cleste suedez pentru tevi cu gura tip S,67.69267200000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9018140001/Cleste-suedez-pentru-tevi-cu-gura-la-450-9018140001/,9018140001,Cleste suedez pentru tevi cu gura la 450,,acoperire: vopsire.  STAS 1062  DIN 5234.  Dimensiuni: A max: 103 mm. L: 650 mm.acoperire: vopsire.  STAS 1062  DIN 5234.,,,,,Cleste suedez pentru tevi cu gura la 450,Cleste suedez pentru tevi cu gura la 450,,,01.01.2026,,Cleste suedez pentru tevi cu gura la 450,13.732416,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9018120001/Cleste-suedez-pentru-tevi-cu-gura-la-450-9018120001/,9018120001,Cleste suedez pentru tevi cu gura la 450,,acoperire: vopsire.  STAS 1062  DIN 5234.  Dimensiuni: A max: 103 mm. L: 650 mm.acoperire: vopsire.  STAS 1062  DIN 5234.,,,,,Cleste suedez pentru tevi cu gura la 450,Cleste suedez pentru tevi cu gura la 450,,,01.01.2026,,Cleste suedez pentru tevi cu gura la 450,21.582288000000005,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9018160001/Cleste-suedez-pentru-tevi-cu-gura-la-450-9018160001/,9018160001,Cleste suedez pentru tevi cu gura la 450,,acoperire: vopsire.  STAS 1062  DIN 5234.  Dimensiuni: A max: 103 mm. L: 650 mm.acoperire: vopsire.  STAS 1062  DIN 5234.,,,,,Cleste suedez pentru tevi cu gura la 450,Cleste suedez pentru tevi cu gura la 450,,,01.01.2026,,Cleste suedez pentru tevi cu gura la 450,35.316,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9018180001/Cleste-suedez-pentru-tevi-cu-gura-la-450-9018180001/,9018180001,Cleste suedez pentru tevi cu gura la 450,,acoperire: vopsire.  STAS 1062  DIN 5234.  Dimensiuni: A max: 103 mm. L: 650 mm.acoperire: vopsire.  STAS 1062  DIN 5234.,,,,,Cleste suedez pentru tevi cu gura la 450,Cleste suedez pentru tevi cu gura la 450,,,01.01.2026,,Cleste suedez pentru tevi cu gura la 450,57.880656000000016,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9017300001/Cleste-cu-lant-pentru-tevi-9017300001/,9017300001,Cleste cu lant pentru tevi,,acoperire: zincare.  corp forjat.  Dimensiuni: A max: 125 mm.acoperire: zincare.  corp forjat.,,,,,Cleste cu lant pentru tevi,Cleste cu lant pentru tevi,,,01.01.2026,,Cleste cu lant pentru tevi,16.299792,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9023120001/Cleste-cu-banda-pentru-tevi-9023120001/,9023120001,Cleste cu banda pentru tevi,,"pentru protejarea suprafetelor vopsite, cromate, lustruite etc.  acoperire: vopsire.  corp forjat.  Dimensiuni: ØS: 100 mm. L: 300 mm. A: 600 mm. B: 30 mm. C: 21mm. D: 45mm.pentru protejarea suprafetelor vopsite, cromate, lustruite etc.  acoperire: vopsire.  corp forjat.",,,,,Cleste cu banda pentru tevi,Cleste cu banda pentru tevi,,,01.01.2026,,Cleste cu banda pentru tevi,12.641184000000003,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9023000001/Banda-de-schimb-pentru-cleste-tevi-9023000001/,9023000001,Banda de schimb pentru cleste tevi,,"Pentru protejarea suprafetelor vopsite, cromate, lustruite etc.  Dimensiuni: A: 600 mm. B: 30 mm.Pentru protejarea suprafetelor vopsite, cromate, lustruite etc.",,,,,Banda de schimb pentru cleste tevi,Banda de schimb pentru cleste tevi,,,01.01.2026,,Banda de schimb pentru cleste tevi,2.7630720000000006,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6497041001/Dispozitiv-pentru-taiat-tevi-cupru-6497041001/,6497041001,Dispozitiv pentru taiat tevi cupru,,pentru cupru.pentru cupru.,,,,,Dispozitiv pentru taiat tevi cupru,Dispozitiv pentru taiat tevi cupru,,,01.01.2026,,Dispozitiv pentru taiat tevi cupru,2.061936,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6493034201/Dispozitiv-pentru-taiat-tevi-cupru-6493034201/,6493034201,Dispozitiv pentru taiat tevi cupru,,pentru cupru.  acoperire vopsire.  4 role de ghidare + cutit debavurare incorporat.  Dimensiuni:  L: 180 mm.pentru cupru.  acoperire vopsire.  4 role de ghidare + cutit debavurare incorporat.,,,,,Dispozitiv pentru taiat tevi cupru,Dispozitiv pentru taiat tevi cupru,,,01.01.2026,,Dispozitiv pentru taiat tevi cupru,19.804176000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6494034201/Dispozitiv-pentru-taiat-tevi-inox-6494034201/,6494034201,Dispozitiv pentru taiat tevi inox,,pentru inox.  acoperire: vopsire.  4 role de ghidare + cutit debavurare incorporat.  Dimensiuni:  L: 180 mm.pentru inox.  acoperire: vopsire.  4 role de ghidare + cutit debavurare incorporat.,,,,,Dispozitiv pentru taiat tevi inox,Dispozitiv pentru taiat tevi inox,,,01.01.2026,,Dispozitiv pentru taiat tevi inox,22.567248000000003,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6497051001/Dispozitiv-pentru-taiat-tevi-inox-6497051001/,6497051001,Dispozitiv pentru taiat tevi inox,,pentru inox.pentru inox.,,,,,Dispozitiv pentru taiat tevi inox,Dispozitiv pentru taiat tevi inox,,,01.01.2026,,Dispozitiv pentru taiat tevi inox,3.624912,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6496003001/Dispozitiv-mini-pentru-taiat-tevi-cupru-6496003001/,6496003001,Dispozitiv mini pentru taiat tevi cupru,,"pentru cupru.  acoperire vopsire.  2 role de ghidare.  Dimensiuni:  L: 78,5 mm.pentru cupru.  acoperire vopsire.  2 role de ghidare.",,,,,Dispozitiv mini pentru taiat tevi cupru,Dispozitiv mini pentru taiat tevi cupru,,,01.01.2026,,Dispozitiv mini pentru taiat tevi cupru,7.654176000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6492106010/Dispozitiv-pentru-taiat-tevi-otel-6492106010/,6492106010,Dispozitiv pentru taiat tevi otel,,pentru otel.  acoperire vopsire.  2 role de ghidare.  special concepute pentru taierea tevilor de fier si otel.pentru otel.  acoperire vopsire.  2 role de ghidare.  special concepute pentru taierea tevilor de fier si otel.,,,,,Dispozitiv pentru taiat tevi otel,Dispozitiv pentru taiat tevi otel,,,01.01.2026,,Dispozitiv pentru taiat tevi otel,23.584608,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6497010001/Dispozitiv-pentru-taiat-tevi-otel-6497010001/,6497010001,Dispozitiv pentru taiat tevi otel,,pentru otel.pentru otel.,,,,,Dispozitiv pentru taiat tevi otel,Dispozitiv pentru taiat tevi otel,,,01.01.2026,,Dispozitiv pentru taiat tevi otel,3.665088000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6495034201/Cleste-pentru-taiat-tevi-PVC-6495034201/,6495034201,Cleste pentru taiat tevi PVC,,"capacitate de taiere: 3-42 mmtaiere rapida si usoara datorita mecanismului tip clichet.lama in forma de V asigura o taiere sigura fara bavuradimensiuni : lungime 230 mm, grosimea lamei 2,5 mmmaner bimaterial cu elastomer pentru confort si aderenta bunaacoperire: vopsireacoperire vopsire.  taiere rapida si usoara datorita mecanismului tip clichet.",,,,,Cleste pentru taiat tevi PVC,Cleste pentru taiat tevi PVC,,,01.01.2026,,Cleste pentru taiat tevi PVC,21.939984,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6499000001/LAMA-DE-REZERVA---PENTRU-CLESTE-TAIAT-TEVI-DIN-PVC-3-42-MM-6499000001/,6499000001,LAMA DE REZERVA - PENTRU CLESTE TAIAT TEVI DIN PVC 3-42 MM,,Greutate: 70 g. Compatibil pentru clestele MOB de taiat tevi din PVC (ref. 6495034201) Diametru de taiere 3-42 mmLama de rezerva - pentru cleste taiat tevi din PVC 3-42 mm,,,,,LAMA DE REZERVA - PENTRU CLESTE TAIAT TEVI DIN PVC 3-42 MM,LAMA DE REZERVA - PENTRU CLESTE TAIAT TEVI DIN PVC 3-42 MM,,,01.01.2026,,LAMA DE REZERVA - PENTRU CLESTE TAIAT TEVI DIN PVC 3-42 MM,8.059824,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6498040001/Debavurator-tevi-interior-/-exterior-6498040001/,6498040001,Debavurator tevi interior / exterior,,"Capacitate maxima Ø 40 mm. Dimensiuni: Ø 52 mm; H 57 mm.  pentru debavurare profilelor tubulare dupa taiere.  pentru toate tipurile de materiale: cupru, otel inoxidabil, aluminiu, otel, PVC.  2 zone de lucru: una pentru interior si una pentru exteriorpentru debavurare profilelor tubulare dupa taiere.  pentru toate tipurile de materiale: cupru, otel inoxidabil, aluminiu, otel, PVC.  2 zone de lucru: una pentru interiorul si una pentru exteriorul tuburilor.  lame dispuse in forma conica.",,,,,Debavurator tevi interior / exterior,Debavurator tevi interior / exterior,,,01.01.2026,,Debavurator tevi interior / exterior,10.195632000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9027001201/Antrenor-cu-clichet-1/2-cheie-in-trepte-pentru-calorifer-(NOU)-9027001201/,9027001201,Antrenor cu clichet 1/2+ cheie in trepte pentru calorifer (NOU),,"patrat de antrenare 1/2"".   cheie cu clichet pentru antrenare stanga / dreapta.  maner bimaterial confortabil, pentru o aderenta buna si confort tactil.  material: crom vanadiu  cheie in trepte pentru calorifer  dimensiuni: 3/8"", 1/2"", /4 si 1""antrenor cu clichet pentru cheie in trepte pentru calorifer.  patrat de antrenare 1/2"".  NF ISO 1174.  cheie in trepte pentru calorifer  dimensiuni: 3/8"", 1/2"", /4 si 1""  Produs pe display",,,,,Antrenor cu clichet 1/2+ cheie in trepte pentru calorifer (NOU),Antrenor cu clichet 1/2+ cheie in trepte pentru calorifer (NOU),,,01.01.2026,,Antrenor cu clichet 1/2+ cheie in trepte pentru calorifer (NOU),24.183360000000004,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9027010001/Cheie-in-trepte-pentru-calorifer-9027010001/,9027010001,Cheie in trepte pentru calorifer,,"dimensiuni: 3/8"", 1/2"", 3/4"" si 1"".  patrat de antrenare 1/2"".  material: crom vanadiu;  acoperire: cromare;  cheie in trepte pentru robineti calorifer si fitinguri de legatura.material: crom vanadiu;  acoperire: cromare;  cheie in trepte pentru robineti calorifer si fitinguri de legatura.",,,,,Cheie in trepte pentru calorifer,Cheie in trepte pentru calorifer,,,01.01.2026,,Cheie in trepte pentru calorifer,6.017328,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6550065001/Elevator-manual-EASY-LIFT-6550065001/,6550065001,Elevator manual EASY LIFT,,"capacitate maxima de incarcare: 100 kg.  capacitatea de ridicare la inaltime (sol / placa): 3,50 m.  inaltimea de incarcare: 1,40 m.  platforma de 9mm: 795x375 mm.  2 curele incluse cu dispozitivul.  sistem de securitate cu 2 cabluri: 1 cablu de lucru si 1 cablu de siguranta.  sistemul de franare integrat in troliul de retur.  spatiu bun intre maner si dispozitiv pentru a asigura o mai buna functionare.  echipat cu 3 roti de Ø 125 mm.  ampatament: 1,05 x 1,05 x 1 m.  greutatea dispozitivului: 29 kg.  pentru ridicare si pozitionare: aparate de climatizare, aeroterme, copertine, structuri metalice, pergole etc.pentru ridicare si pozitionare: aparate de climatizare, aeroterme, copertine, structuri metalice, pergole etc.",,,,,Elevator manual EASY LIFT,Elevator manual EASY LIFT,,,01.01.2026,,Elevator manual EASY LIFT,355.321728,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9610100001/Masa-de-lucru-rabatabila-WORKTABLE-WT-1000-9610100001/,9610100001,Masa de lucru rabatabila WORKTABLE WT 1000,,"capacitatea maxima de incarcare: 300 kg.  dimensiuni: deschisa - 1080640840, inchisa - 1080640130.  platforma din lemn de fag de inalta calitate, cu grosimea de 25 mm, multistratificata, rezistenta si stabila.  structura metalica din otel cu o constructie extrem de robusta din teava cu forma patrata, la care se poate monta si o menghina.  forma trapezoidala a mesei impreuna cu greutatea acesteia (26 kg) si picioare dotate cu saboti de cauciuc asigura o foarte buna stabilitate.  usor de instalat si transportat.solida.  robusta.  stabila.  practica.",,,,,Masa de lucru rabatabila WORKTABLE WT 1000,Masa de lucru rabatabila WORKTABLE WT 1000,,,01.01.2026,,Masa de lucru rabatabila WORKTABLE WT 1000,182.43792000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9604010010/Lampa-frontala-cu-LED-uri-9604010010/,9604010010,Lampa frontala cu LED-uri,,fixare pe cap cu bretele elastice reglabile.  2 pozitii de intensitate de iluminare + iluminare cu intermitenta.  iluminare cu 5 leduri; consum energetic redus.fixare pe cap cu bretele elastice reglabile.  2 pozitii de intensitate de iluminare + iluminare cu intermitenta.  iluminare cu 5 leduri; consum energetic redus.,,,,,Lampa frontala cu LED-uri,Lampa frontala cu LED-uri,,,01.01.2026,,Lampa frontala cu LED-uri,6.415200000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9604050001/Lampa-de-buzunar-POCKET-LAMP-9604050001/,9604050001,Lampa de buzunar POCKET LAMP,,dotat cu 6 LED-uri cu lumina alba.  autonomie 6 ore (livat cu 3 baterii AAA).  carcasa ABS rezistenta la impact.  protectie la praf si apa IP54.  clema de prindere pe buzunar sau curea.  magnet incorporat in clema pentru atasarea pe suprafete metalice.  dimensiuni reduse pentru depozitare usoara.dimensiuni reduse pentru depozitare usoara.,,,,,Lampa de buzunar POCKET LAMP,Lampa de buzunar POCKET LAMP,,,01.01.2026,,Lampa de buzunar POCKET LAMP,10.654416,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9604070001/Lanterna-magnetica-si-telescopica-cu-lampa-LMT255-9604070001/,9604070001,Lanterna magnetica si telescopica cu lampa LMT255,,"magneti circulari in capetele lanternei (poate ridica 1,5 kg).  telescopic: de la 255 la 640 mm.  capatul flexibil: 10 cm.  lampa cu 18 LED-uri cu lumina alba si 9 LED-uri cu lumina rosie - lampa utilizeaza 3 baterii AAA (neincluse).  lanterna cu 3 LED-uri albe - lanterna utilizeaza 4 baterii LR44 (incluse).magneti circulari in capetele lanternei.  telescopic.  capatul flexibil.",,,,,Lanterna magnetica si telescopica cu lampa LMT255,Lanterna magnetica si telescopica cu lampa LMT255,,,01.01.2026,,Lanterna magnetica si telescopica cu lampa LMT255,13.921632000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9604030LED/Lanterna-de-inspectie-telescopica-cu-3-LED-uri-9604030LED/,9604030LED,"Lanterna de inspectie, telescopica, cu 3 LED-uri",,"telescopica de la 18 la 56 cm, capat flexibil de 5,5 cm, 3 leduri, baterii incluse.  2 magneti plasati in capetele lanternei.telescopica de la 18 la 56 cm, capat flexibil de 5,5 cm, 3 leduri, baterii incluse.  2 magneti plasati in capetele lanternei.",,,,,"Lanterna de inspectie, telescopica, cu 3 LED-uri","Lanterna de inspectie, telescopica, cu 3 LED-uri",,,01.01.2026,,"Lanterna de inspectie, telescopica, cu 3 LED-uri",8.779104,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9604020010/Lanterna-cu-12-LED-uri-9604020010/,9604020010,Lanterna cu 12 LED-uri,R100483491,iluminare cu leduri.  consum energetic redus.iluminare cu leduri.  consum energetic redus.,,,,,Lanterna cu 12 LED-uri,Lanterna cu 12 LED-uri,,,01.01.2026,,Lanterna cu 12 LED-uri,7.629888,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9604030010/Lampa-pentru-cascheta-cu-LED-uri-9604030010/,9604030010,Lampa pentru cascheta cu LED-uri,,"fixare usoara prin cleme pe cascheta, sapca etc.  iluminare cu 5 leduri - consum energetic redus.fixare usoara prin cleme pe cascheta, sapca etc.  iluminare cu 5 leduri - consum energetic redus.",,,,,Lampa pentru cascheta cu LED-uri,Lampa pentru cascheta cu LED-uri,,,01.01.2026,,Lampa pentru cascheta cu LED-uri,3.6586080000000005,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9604060001/Lampa-portabila-SLIMLED-9604060001/,9604060001,Lampa portabila SLIMLED,,"lampa cu cap foarte subtire ideala in spatii inguste.  lampa de inspectie fara cablu (cu acumulator reincarcabil).  pritectie IP54, impermeabil impotriva prafului si stropilor de apa.  suport magnetic, rotativ 360°.  posibilitate de agatare.  luminozitate reglabila de la 300 la 700 Lux (la 0,5 m).  consum intre 12 ore (standard) si 2h30 (maxim).  incarcare in 4 ore la 220V sau prin port USB.  VIDEO PREZENTARE:  https://goo.gl/iy4aQZ.  VIDEO CRUSH TEST:  https://goo.gl/RcWNt3.rezistenta mare la socuri.  luminozitate mare.  impermeabil IP54",,,,,Lampa portabila SLIMLED,Lampa portabila SLIMLED,,,01.01.2026,,Lampa portabila SLIMLED,53.17228800000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9604080001/LAMPA-DE-INSPECTIE-FIXLED-9604080001/,9604080001,LAMPA DE INSPECTIE FIXLED,,"LAMPA DE INSPECTIE FIXLEDINCARCARE PRIN INDUCTIE  fara fir: lampa cu magnet se reincarca   automat de pe un soclu, nu este   necesar sa o conectati direct la o sursa.  Soclul de incarcare este fixat prin surub   sau magnet pe o suprafata metalica. Timp de incarcare: 4,5 ore2 MODURI DE ILUMINARE1- Iluminare frontala2- Iluminare  laterala, intensitate reglabila MULTI-POZITIONARECarlig de agatare sau orientarea lampii datorita bazei sale magnetice. Ambele maini raman libere.PORT USBCand lampa nu este la incarcat, va puteti reincarca telefonul conectandu-l la portul USB din soclul de incarcarefara fir: lampa cu magnet se reincarca automat prin inductie de pe soclu, nu este necesar sa o conectati direct la o sursa. cand lampa nu este la incarcat, va puteti incarca telefonul tot prin inductie, prin simpla asezare a telefonului pe soclu.",,,,,LAMPA DE INSPECTIE FIXLED,LAMPA DE INSPECTIE FIXLED,,,01.01.2026,,LAMPA DE INSPECTIE FIXLED,64.977552,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/40071/Port-scule-cu-clichet-40071/,40071,Port scule cu clichet,,"port scule reglabil cu parghie glisanta si clichet reversibil.  corp din otel cu acoperire cromare.  Dimensiuni: Deschidere: 4,6-8 mm. DIN: M5-12 . ISO: M6-12 .port scule reglabil cu parghie glisanta si clichet reversibil.  corp din otel cu acoperire cromare.",,,,,Port scule cu clichet,Port scule cu clichet,,,01.01.2026,,Port scule cu clichet,12.282192000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/40034/Port-scule-BIG-cu-clichet-40034/,40034,Port scule BIG cu clichet,,"port scule reglabil cu parghie glisanta si clichet reversibil.  corp din otel cu acoperire cromare.   Deschidere: 9-12,5 mm. DIN: M13-20.port scule reglabil cu parghie glisanta si clichet reversibil.  corp din otel cu acoperire cromare.",,,,,Port scule BIG cu clichet,Port scule BIG cu clichet,,,01.01.2026,,Port scule BIG cu clichet,54.26352,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0770000101/Modul-OSC-cu-2-extractoare-rulmenti-0770000101/,0770000101,Modul OSC cu 2 extractoare rulmenti,,contine 2 scule. COMPONENTA MODUL: SUPORT OSC PENTRU 2 EXTRACTOARE RULMENTI - 38016060. 0770: EXTRACTOARE RULMENTI - 2T;  5T.contine 2 scule.,,,,,Modul OSC cu 2 extractoare rulmenti,Modul OSC cu 2 extractoare rulmenti,,,01.01.2026,,Modul OSC cu 2 extractoare rulmenti,93.76948800000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/46151/Set-extractoare-elicoidale-HI-TRAC-46151/,46151,Set extractoare elicoidale HI-TRAC,,"Fabricate  din otel de inalta calitate aliat cu crom vanadium, spirale laminate cu duritate intre 54-56 HRC ,utilizate pentru extragerea suruburilor sau a prezoanelor rupte.   Extractoare: M4-M24 . Greutate: 220 g.Fabricate  din otel de inalta calitate aliat cu crom vanadium, spirale laminate cu duritate intre 54-56 HRC ,utilizate pentru extragerea suruburilor sau a prezoanelor rupte.",,,,,Set extractoare elicoidale HI-TRAC,Set extractoare elicoidale HI-TRAC,,,01.01.2026,,Set extractoare elicoidale HI-TRAC,10.518336,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
