Name,Slug,SKU,Manufacturer URL,Main Image URL,Gallery URL 1,Gallery URL 2,Gallery URL 3,Gallery URL 4,Brand,Brand Name,Model,Short Description,Category,Category Text,Subcategory,Subcategory Text,ST1 Label,ST1 Value,ST1 Details,ST2 Label,ST2 Value,ST2 Details,ST3 Label,ST3 Value,ST3 Details,Featured,App 01 Title,App 01 Details,App 02 Title,App 02 Details,App 03 Title,App 03 Details,Q1,A1,Q2,A2,Q3,A3,C1 Title,C1 Details,C2 Title,C2 Details,C3 Title,C3 Details,From field: Brand Name,From field: Brand Name 2
6.371-331.0,kaercher-6-371-331-0,6.371-331.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-331.0,https://s1.kaercher-media.com/mam/63713310/mainproduct/28226/d0.jpg,https://s1.kaercher-media.com/mam/63713310/mainproduct/28226/d1.jpg,,,,Karcher,Karcher," Pad white set 5x, 406 mm / 16 in","Pad de polișare Kärcher – finisaj superior pe pardoseli lucioase, potrivit pentru marmură, granit și suprafețe lăcuite sensibile.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-731.0,kaercher-6-369-731-0,6.369-731.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-731.0,https://s1.kaercher-media.com/mam/63697340/mainproduct/24993/d3.jpg,https://s1.kaercher-media.com/mam/63697330/mainproduct/55249/d3.jpg,,,,Karcher,Karcher, Pad white with sleeve,"Pad de polișare Kärcher – finisaj superior pe pardoseli lucioase, potrivit pentru marmură, granit și suprafețe lăcuite sensibile.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-735.0,kaercher-6-369-735-0,6.369-735.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-735.0,https://s1.kaercher-media.com/mam/63697340/mainproduct/24993/d3.jpg,https://s1.kaercher-media.com/mam/63697330/mainproduct/55249/d3.jpg,,,,Karcher,Karcher, Pad white with sleeve,"Pad de polișare Kärcher – finisaj superior pe pardoseli lucioase, potrivit pentru marmură, granit și suprafețe lăcuite sensibile.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.367-108.0,kaercher-6-367-108-0,6.367-108.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.367-108.0,https://s1.kaercher-media.com/mam/63671050/mainproduct/24960/d3.jpg,https://s1.kaercher-media.com/mam/63671070/mainproduct/24993/d3.jpg,,,,Karcher,Karcher, Pad white with sleeve BR 45/40,"Pad de polișare Kärcher – finisaj superior pe pardoseli lucioase, potrivit pentru marmură, granit și suprafețe lăcuite sensibile.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-727.0,kaercher-6-369-727-0,6.369-727.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-727.0,https://s1.kaercher-media.com/mam/63697240/mainproduct/24960/d3.jpg,https://s1.kaercher-media.com/mam/63697260/mainproduct/24993/d3.jpg,,,,Karcher,Karcher, Pad white with sleeve BR VS 400,"Pad de polișare Kärcher – finisaj superior pe pardoseli lucioase, potrivit pentru marmură, granit și suprafețe lăcuite sensibile.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-454.0,kaercher-6-369-454-0,6.369-454.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-454.0,https://s1.kaercher-media.com/mam/63694510/mainproduct/92578/d3.jpg,https://s1.kaercher-media.com/mam/63694520/mainproduct/42109/d3.jpg,,,,Karcher,Karcher, Pad yellow 105-20ST,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-451.0,kaercher-6-369-451-0,6.369-451.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-451.0,https://s1.kaercher-media.com/mam/63694510/mainproduct/92578/d0.jpg,https://s1.kaercher-media.com/mam/63694510/mainproduct/92578/d1.jpg,,,,Karcher,Karcher, Pad yellow 96-20ST,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-122.0,kaercher-6-369-122-0,6.369-122.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-122.0,https://s1.kaercher-media.com/mam/63691200/mainproduct/15587/d3.jpg,https://s1.kaercher-media.com/mam/63690220/mainproduct/3659/d3.jpg,,,,Karcher,Karcher, Pad yellow replacement Turnado 35,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-724.0,kaercher-6-369-724-0,6.369-724.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-724.0,https://s1.kaercher-media.com/mam/63697240/mainproduct/24960/d0.jpg,https://s1.kaercher-media.com/mam/63697240/mainproduct/24960/d1.jpg,,,,Karcher,Karcher, Pad yellow with sleeve,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-728.0,kaercher-6-369-728-0,6.369-728.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-728.0,https://s1.kaercher-media.com/mam/63697240/mainproduct/24960/d3.jpg,https://s1.kaercher-media.com/mam/63697260/mainproduct/24993/d3.jpg,,,,Karcher,Karcher, Pad yellow with sleeve,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.367-105.0,kaercher-6-367-105-0,6.367-105.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.367-105.0,https://s1.kaercher-media.com/mam/63671050/mainproduct/24960/d0.jpg,https://s1.kaercher-media.com/mam/63671050/mainproduct/24960/d1.jpg,,,,Karcher,Karcher, Pad yellow with sleeve BR 45/40,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-053.0,kaercher-6-369-053-0,6.369-053.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-053.0,https://s1.kaercher-media.com/mam/63694530/mainproduct/42106/d3.jpg,https://s1.kaercher-media.com/mam/63690520/mainproduct/55249/d3.jpg,,,,Karcher,Karcher, Pad yellow with sleeve BR35/12,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-295.0,kaercher-6-371-295-0,6.371-295.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-295.0,https://s1.kaercher-media.com/mam/63712950/mainproduct/49341/d0.jpg,https://s1.kaercher-media.com/mam/63712950/mainproduct/49341/d1.jpg,,,,Karcher,Karcher, Plate connection,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,Accesorii & piese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-904.0,kaercher-6-369-904-0,6.369-904.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-904.0,https://s1.kaercher-media.com/mam/63699040/mainproduct/28177/d0.jpg,https://s1.kaercher-media.com/mam/63699040/mainproduct/28177/d1.jpg,,,,Karcher,Karcher, Polishing pad beige,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.370-138.0,kaercher-6-370-138-0,6.370-138.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.370-138.0,https://s1.kaercher-media.com/mam/12912430/mainproduct/79377/d0.jpg,https://s1.kaercher-media.com/mam/97530580/mainproduct/100425/d0.jpg,,,,Karcher,Karcher, Polishing pad beige,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-081.0,kaercher-6-371-081-0,6.371-081.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-081.0,https://s1.kaercher-media.com/mam/63710810/mainproduct/28177/d0.jpg,https://s1.kaercher-media.com/mam/63710810/mainproduct/28177/d1.jpg,,,,Karcher,Karcher, Polishing pad beige,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-149.0,kaercher-6-371-149-0,6.371-149.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-149.0,https://s1.kaercher-media.com/mam/63711490/mainproduct/28177/d0.jpg,https://s1.kaercher-media.com/mam/63711490/mainproduct/28177/d1.jpg,,,,Karcher,Karcher, Polishing pad beige 432 mm,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-468.0,kaercher-6-369-468-0,6.369-468.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-468.0,https://s1.kaercher-media.com/mam/63694680/mainproduct/28177/d0.jpg,https://s1.kaercher-media.com/mam/63694680/mainproduct/28177/d1.jpg,,,,Karcher,Karcher, Polishing pad beige 5 pk.,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-146.0,kaercher-6-371-146-0,6.371-146.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-146.0,https://s1.kaercher-media.com/mam/63711460/mainproduct/48286/d0.jpg,https://s1.kaercher-media.com/mam/63711460/mainproduct/48286/d1.jpg,,,,Karcher,Karcher, Polishing pad beige 500 mm,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-828.0,kaercher-6-369-828-0,6.369-828.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-828.0,https://s1.kaercher-media.com/mam/63698280/mainproduct/3659/d0.jpg,https://s1.kaercher-media.com/mam/63698280/mainproduct/3659/d1.jpg,,,,Karcher,Karcher, Polishing pad black,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-827.0,kaercher-6-369-827-0,6.369-827.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-827.0,https://s1.kaercher-media.com/mam/63698270/mainproduct/11406/d0.jpg,https://s1.kaercher-media.com/mam/63698270/mainproduct/11406/d1.jpg,,,,Karcher,Karcher, Polishing pad green,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-826.0,kaercher-6-369-826-0,6.369-826.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-826.0,https://s1.kaercher-media.com/mam/63698260/mainproduct/11408/d0.jpg,https://s1.kaercher-media.com/mam/63698260/mainproduct/11408/d1.jpg,,,,Karcher,Karcher, Polishing pad red,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.368-400.0,kaercher-6-368-400-0,6.368-400.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.368-400.0,https://s1.kaercher-media.com/mam/63690790/mainproduct/11408/d0.jpg,https://s1.kaercher-media.com/mam/11270020/mainproduct/172021/d0.jpg,,,,Karcher,Karcher, Polishing pad white,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-469.0,kaercher-6-369-469-0,6.369-469.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-469.0,https://s1.kaercher-media.com/mam/63694690/mainproduct/28226/d0.jpg,https://s1.kaercher-media.com/mam/63694690/mainproduct/28226/d1.jpg,,,,Karcher,Karcher, Polishing pad white,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.369-903.0,kaercher-6-369-903-0,6.369-903.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.369-903.0,https://s1.kaercher-media.com/mam/63699030/mainproduct/28226/d0.jpg,https://s1.kaercher-media.com/mam/63699030/mainproduct/28226/d1.jpg,,,,Karcher,Karcher, Polishing pad white,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-320.0,kaercher-6-371-320-0,6.371-320.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-320.0,https://s1.kaercher-media.com/mam/63713200/mainproduct/28226/d0.jpg,https://s1.kaercher-media.com/mam/63713200/mainproduct/28226/d1.jpg,,,,Karcher,Karcher, Polishing pad white D508,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.905-505.0,kaercher-6-905-505-0,6.905-505.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.905-505.0,https://s1.kaercher-media.com/mam/49050260/mainproduct/39700/d0.jpg,https://s1.kaercher-media.com/mam/11270020/mainproduct/172021/d0.jpg,,,,Karcher,Karcher, Reversing rolling mill,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,Accesorii & piese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.762-363.0,kaercher-4-762-363-0,4.762-363.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.762-363.0,https://s1.kaercher-media.com/mam/12912430/mainproduct/79377/d0.jpg,https://s1.kaercher-media.com/mam/63713460/mainproduct/201787/d0.jpg,,,,Karcher,Karcher, Roll micro-fibre BR 400,"Rolă din microfibră Kärcher – absorbție superioară a murdăriei și lichidelor, curățare fără zgârieturi, lavabilă și reutilizabilă.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.762-453.0,kaercher-4-762-453-0,4.762-453.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.762-453.0,https://s1.kaercher-media.com/mam/47624530/mainproduct/19508/d0.jpg,https://s1.kaercher-media.com/mam/47624530/mainproduct/19508/d1.jpg,,,,Karcher,Karcher, Roll micro-fibre complete,"Rolă din microfibră Kärcher – absorbție superioară a murdăriei și lichidelor, curățare fără zgârieturi, lavabilă și reutilizabilă.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.762-626.0,kaercher-4-762-626-0,4.762-626.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.762-626.0,https://s1.kaercher-media.com/mam/47626260/mainproduct/48526/d0.jpg,https://s1.kaercher-media.com/mam/47626260/mainproduct/48526/d1.jpg,,,,Karcher,Karcher, Roll pad - R65,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.762-627.0,kaercher-4-762-627-0,4.762-627.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.762-627.0,https://s1.kaercher-media.com/mam/47626270/mainproduct/48526/d0.jpg,https://s1.kaercher-media.com/mam/47626270/mainproduct/48526/d1.jpg,,,,Karcher,Karcher, Roll pad - R75,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.762-628.0,kaercher-4-762-628-0,4.762-628.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.762-628.0,https://s1.kaercher-media.com/mam/47626280/mainproduct/48526/d0.jpg,https://s1.kaercher-media.com/mam/47626280/mainproduct/48526/d1.jpg,,,,Karcher,Karcher, Roll pad - R85 + R90,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.114-011.0,kaercher-4-114-011-0,4.114-011.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.114-011.0,https://s1.kaercher-media.com/mam/41140110/mainproduct/46851/d0.jpg,https://s1.kaercher-media.com/mam/41140110/mainproduct/46851/d1.jpg,,,,Karcher,Karcher, Roll stripping 450mm,"Soluție Kärcher pentru curățarea profesională a pardoselilor – performanță constantă, ușurință în operare și cost redus pe metru pătrat curățat.",,Mașini de curățat pardoseli,,Accesorii & piese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.037-039.0,kaercher-4-037-039-0,4.037-039.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.037-039.0,https://s1.kaercher-media.com/mam/40370360/mainproduct/22214/d3.jpg,https://s1.kaercher-media.com/mam/40370310/mainproduct/20366/d3.jpg,,,,Karcher,Karcher, Roller brush black,"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.905-779.0,kaercher-6-905-779-0,6.905-779.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.905-779.0,https://s1.kaercher-media.com/mam/69057730/mainproduct/dd254187-b645-46fa-acae-d51dac3d6e27/d3.jpg,,,,,Karcher,Karcher, Roller brush black,"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.906-856.0,kaercher-6-906-856-0,6.906-856.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.906-856.0,https://s1.kaercher-media.com/mam/69068560/mainproduct/14768/d0.jpg,https://s1.kaercher-media.com/mam/69068560/mainproduct/14768/d1.jpg,,,,Karcher,Karcher, Roller brush black,"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.906-996.0,kaercher-6-906-996-0,6.906-996.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.906-996.0,https://s1.kaercher-media.com/mam/69069960/mainproduct/48300/d0.jpg,https://s1.kaercher-media.com/mam/69069960/mainproduct/48300/d1.jpg,,,,Karcher,Karcher, Roller brush black - BR 100,"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.906-980.0,kaercher-6-906-980-0,6.906-980.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.906-980.0,https://s1.kaercher-media.com/mam/69069800/mainproduct/25350/d0.jpg,https://s1.kaercher-media.com/mam/69069800/mainproduct/25350/d1.jpg,,,,Karcher,Karcher, Roller brush black - BR 55,"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.906-984.0,kaercher-6-906-984-0,6.906-984.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.906-984.0,https://s1.kaercher-media.com/mam/69069840/mainproduct/25387/d0.jpg,https://s1.kaercher-media.com/mam/69069840/mainproduct/25387/d1.jpg,,,,Karcher,Karcher, Roller brush black - BR 65,"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.907-728.0,kaercher-6-907-728-0,6.907-728.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.907-728.0,https://s1.kaercher-media.com/mam/69077280/mainproduct/25387/d0.jpg,https://s1.kaercher-media.com/mam/69077280/mainproduct/25387/d1.jpg,,,,Karcher,Karcher, Roller brush black - R65,"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.907-732.0,kaercher-6-907-732-0,6.907-732.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.907-732.0,https://s1.kaercher-media.com/mam/69077320/mainproduct/25387/d0.jpg,https://s1.kaercher-media.com/mam/69077320/mainproduct/25387/d1.jpg,,,,Karcher,Karcher, Roller brush black - R75,"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.907-736.0,kaercher-6-907-736-0,6.907-736.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.907-736.0,https://s1.kaercher-media.com/mam/69077360/mainproduct/25387/d0.jpg,https://s1.kaercher-media.com/mam/69077360/mainproduct/25387/d1.jpg,,,,Karcher,Karcher, Roller brush black - R85 + R90,"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.762-263.0,kaercher-5-762-263-0,5.762-263.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=5.762-263.0,https://s1.kaercher-media.com/mam/57622660/mainproduct/11484/d3.jpg,https://s1.kaercher-media.com/mam/57622680/mainproduct/28222/d3.jpg,,,,Karcher,Karcher, Roller brush black ( old colour grey ),"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.762-264.0,kaercher-5-762-264-0,5.762-264.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=5.762-264.0,https://s1.kaercher-media.com/mam/57622660/mainproduct/11484/d3.jpg,https://s1.kaercher-media.com/mam/57622680/mainproduct/28222/d3.jpg,,,,Karcher,Karcher, Roller brush black ( old colour grey ),"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.762-268.0,kaercher-5-762-268-0,5.762-268.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=5.762-268.0,https://s1.kaercher-media.com/mam/57622680/mainproduct/28222/d0.jpg,https://s1.kaercher-media.com/mam/57622680/mainproduct/28222/d1.jpg,,,,Karcher,Karcher, Roller brush black (old colour black),"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.762-300.0,kaercher-5-762-300-0,5.762-300.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=5.762-300.0,https://s1.kaercher-media.com/mam/12912430/mainproduct/79377/d0.jpg,https://s1.kaercher-media.com/mam/47625930/mainproduct/98111/d0.jpg,,,,Karcher,Karcher, Roller brush black (old colour grey),"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.906-252.0,kaercher-6-906-252-0,6.906-252.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.906-252.0,https://s1.kaercher-media.com/mam/69042520/mainproduct/6890/d3.jpg,https://s1.kaercher-media.com/mam/69062420/mainproduct/28036/d3.jpg,,,,Karcher,Karcher, Roller brush black (old colour grey),"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.906-497.0,kaercher-6-906-497-0,6.906-497.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.906-497.0,https://s1.kaercher-media.com/mam/69068080/mainproduct/14759/d3.jpg,,,,,Karcher,Karcher, Roller brush black (old colour grey),"Perie sau rolă de schimb Kärcher – menținerea performanței mașinii de curățare, înlocuire simplă, compatibilitate precisă cu seria de echipamente recomandată.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
